,State_Name,Crop_Year,Whole Year,Summer,Kharif,Rabi
501,Uttar Pradesh,2015,19.69,24.93,19.82,16.23
502,Uttar Pradesh,2016,19.09,24.73,19.25,15.21
503,Uttar Pradesh,2017,18.35,22.99,18.66,14.95
504,Uttarakhand,2000,18.14,21.83,20.23,13.65
505,Uttarakhand,2001,18.09,22.49,19.32,14.42
506,Uttarakhand,2002,19.83,24.72,20.38,15.43
507,Uttarakhand,2003,18.95,24.55,19.47,15.12
508,Uttarakhand,2004,19.74,23.45,22.22,15.17
509,Uttarakhand,2005,19.51,24.54,20.94,15.17
510,Uttarakhand,2006,18.88,23.82,19.84,14.97
511,Uttarakhand,2007,19.08,24.66,20.12,14.2
512,Uttarakhand,2008,18.07,23.38,18.26,15.09
513,Uttarakhand,2009,18.7,22.87,19.72,14.9
514,Uttarakhand,2010,18.37,22.81,19.37,15.29
515,Uttarakhand,2011,17.05,22.92,15.27,14.52
516,Uttarakhand,2012,19.13,23.36,21.44,14.17
517,Uttarakhand,2013,17.82,23.55,17.45,14.4
518,Uttarakhand,2014,18.8,24.22,18.87,15.43
519,Uttarakhand,2015,19.39,24.83,20.32,14.94
520,Uttarakhand,2016,19.06,24.68,20.03,14.97
521,Uttarakhand,2017,17.7,22.37,18.51,13.99
522,West Bengal,2000,18.95,21.03,19.56,16.69
523,West Bengal,2001,18.83,20.8,20.55,15.99
524,West Bengal,2002,20.24,23.44,19.93,17.52
525,West Bengal,2003,19.16,21.65,20,17.35
526,West Bengal,2004,19.53,21.19,20.97,16.68
527,West Bengal,2005,19.41,22.41,19.57,16.92
528,West Bengal,2006,19.49,22.35,20.58,16.46
529,West Bengal,2007,19.37,22.17,19.13,17.48
530,West Bengal,2008,19.34,22.28,20.13,16.32
531,West Bengal,2009,19.44,21.85,19.79,17.07
532,West Bengal,2010,18.34,20.22,18.33,17.07
533,West Bengal,2011,19.06,21.07,19.85,16.86
534,West Bengal,2012,20.09,23.29,20.55,17.14
535,West Bengal,2013,19.9,23.01,21.29,16.39
536,West Bengal,2014,19.04,21.76,18.04,17.96
537,West Bengal,2015,19.56,22.56,19.78,16.93
538,West Bengal,2016,19.17,21.64,19.75,16.71
539,West Bengal,2017,18.27,20.71,18.77,15.97
