,State_Name,Crop_Year,Whole Year,Summer,Kharif,Rabi
500,Uttar Pradesh,2014,0.6,0.27,0.8,0.66
501,Uttar Pradesh,2015,0.48,0.22,0.64,0.52
502,Uttar Pradesh,2016,0.51,0.25,0.6,0.59
503,Uttar Pradesh,2017,0.48,0.23,0.64,0.52
504,Uttarakhand,2000,0.45,0.23,0.63,0.48
505,Uttarakhand,2001,0.49,0.26,0.67,0.51
506,Uttarakhand,2002,0.35,0.14,0.55,0.28
507,Uttarakhand,2003,0.37,0.15,0.64,0.29
508,Uttarakhand,2004,0.34,0.17,0.56,0.28
509,Uttarakhand,2005,0.32,0.15,0.45,0.31
510,Uttarakhand,2006,0.43,0.16,0.68,0.4
511,Uttarakhand,2007,0.38,0.16,0.55,0.37
512,Uttarakhand,2008,0.41,0.19,0.62,0.37
513,Uttarakhand,2009,0.38,0.2,0.6,0.32
514,Uttarakhand,2010,0.43,0.24,0.67,0.32
515,Uttarakhand,2011,0.49,0.2,0.81,0.45
516,Uttarakhand,2012,0.47,0.24,0.6,0.53
517,Uttarakhand,2013,0.51,0.21,0.68,0.58
518,Uttarakhand,2014,0.51,0.24,0.74,0.52
519,Uttarakhand,2015,0.44,0.16,0.64,0.48
520,Uttarakhand,2016,0.52,0.25,0.74,0.49
521,Uttarakhand,2017,0.41,0.19,0.6,0.39
522,West Bengal,2000,0.61,0.47,0.8,0.58
523,West Bengal,2001,0.67,0.5,0.8,0.69
524,West Bengal,2002,0.64,0.46,0.82,0.66
525,West Bengal,2003,0.62,0.49,0.79,0.57
526,West Bengal,2004,0.63,0.46,0.86,0.6
527,West Bengal,2005,0.62,0.49,0.78,0.6
528,West Bengal,2006,0.65,0.49,0.81,0.63
529,West Bengal,2007,0.62,0.46,0.82,0.59
530,West Bengal,2008,0.62,0.48,0.75,0.63
531,West Bengal,2009,0.6,0.46,0.8,0.55
532,West Bengal,2010,0.63,0.46,0.84,0.59
533,West Bengal,2011,0.64,0.47,0.84,0.62
534,West Bengal,2012,0.6,0.45,0.78,0.6
535,West Bengal,2013,0.62,0.48,0.78,0.62
536,West Bengal,2014,0.67,0.53,0.87,0.62
537,West Bengal,2015,0.61,0.45,0.82,0.58
538,West Bengal,2016,0.64,0.44,0.87,0.63
539,West Bengal,2017,0.59,0.45,0.77,0.58
